,Unnamed: 0,line_name,specimen__id,specimen__name,specimen__hemisphere,structure__id,structure__name,structure__acronym,structure_parent__id,structure_parent__acronym,structure__layer,nr__max_euclidean_distance,nr__number_stems,nr__number_bifurcations,nr__average_contraction,nr__average_parent_daughter_ratio,nr__reconstruction_type,nrwkf__id,erwkf__id,ef__fast_trough_v_long_square,ef__upstroke_downstroke_ratio_long_square,ef__adaptation,ef__f_i_curve_slope,ef__threshold_i_long_square,ef__tau,ef__avg_isi,ef__avg_firing_rate,ef__ri,ef__peak_t_ramp,ef__vrest,si__height,si__width,si__path,csl__x,csl__y,csl__z,csl__normalized_depth,cell_reporter_status,m__glif,m__biophys,m__biophys_perisomatic,m__biophys_all_active,tag__apical,tag__dendrite_type,morph_thumb_path,ephys_thumb_path,ephys_inst_thresh_thumb_path,donor__age,donor__sex,donor__disease_state,donor__race,donor__years_of_seizure_history,donor__species,donor__id,donor__name,swc__fname,model__fold,structure__safe_name,structure_merge__acronym
72,330,Nos1-CreERT2|Sst-IRES-FlpO,586566174,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-315002.04.01.01,left,33,"""Primary visual area, layer 6a""",VISp6a,385,VISp,6a,298.190541158401,5.0,21.0,0.855535450249341,0.957158914359262,full,643422427.0,659446091,-52.6875038146973,2.55573232796151,0.258317440515453,0.09625,70.0,44.2893273271776,108.6,9.20810313075506,325.781255960464,3.35819,-63.955394744873,7598.0,7586.0,/external/mousecelltypes/prod1119/specimen_586566174/min_xy_586566174.aff,8525.93708929731,1557.0618909868,8643.29088198924,0.77232603773193,positive,2,0,0,0,,sparsely spiny,/api/v2/well_known_file_download/662054724,/api/v2/well_known_file_download/606111632,/api/v2/well_known_file_download/606111637,,,,,,Mus musculus,584628033,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-315002,Nos1-CreERT2_Sst-IRES-FlpO_Ai65-315002.04.01.01_643422416_m.swc,3.0,VISp_layer6a,Isocortex_layer6
73,331,Pvalb-IRES-Cre,481093525,Pvalb-IRES-Cre;Ai14-198335.04.01.01,left,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,261.967987622076,8.0,16.0,0.920437190724803,0.834130499017694,full,653182188.0,496604958,-51.5625038146973,1.26586524112909,,0.931127150030384,370.0,8.31457054820465,10.025,99.7506234413965,78.2812535762787,15.9128466666667,-69.0012588500977,7585.0,7580.0,/external/mousecelltypes/prod507/specimen_481093525/min_xy_481093525.aff,8593.86249295914,1062.13631056172,7708.73408293955,0.65312581984607,positive,2,0,0,0,,aspiny,/api/v2/well_known_file_download/549432891,/api/v2/well_known_file_download/483103830,/api/v2/well_known_file_download/491382545,,,,,,Mus musculus,480773355,Pvalb-IRES-Cre;Ai14-198335,Pvalb-IRES-Cre_Ai14-198335.04.01.01_653182186_m.swc,1.0,VISp_layer5,Isocortex_layer5
74,338,Gad2-IRES-Cre,323540736,Gad2-IRES-Cre;Ai14-172679.05.01.01,left,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,191.614895905825,8.0,15.0,0.884878426616051,0.880798262338275,dendrite-only,491119790.0,491202615,-64.84375,1.04926692352641,-0.204913283975279,0.980531777657708,320.0,6.01746593179783,51.342,19.4772311168244,93.5937836766243,12.26076,-72.8668365478516,5738.0,7572.0,/external/mousecelltypes/prod217/specimen_323540736/min_xy_323540736.aff,8720.331244623,1560.99462008284,8894.95632008863,0.53348884664183,positive,0,2,1,1,,aspiny,/api/v2/well_known_file_download/487659410,/api/v2/well_known_file_download/487611297,/api/v2/well_known_file_download/491382792,,,,,,Mus musculus,320827591,Gad2-IRES-Cre;Ai14(IVSCC)-172679,Gad2-IRES-Cre_Ai14-172679.05.01.01_491119788_m.swc,8.0,VISp_layer5,Isocortex_layer5
75,348,Ndnf-IRES2-dgCre,564346637,Ndnf-IRES2-dgCre;Ai14-292673.05.01.01,left,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,267.066901075068,5.0,23.0,0.888105503650369,1.0,full,596793020.0,592967943,-59.5312538146973,1.43607588734018,0.0421922575032635,0.6658,50.0,25.97801404419,22.99,43.4971726837756,283.437490463257,6.7841,-62.6981468200684,7595.0,7591.0,/external/mousecelltypes/prod960/specimen_564346637/min_xy_564346637.aff,8387.64553838518,1485.78134378181,8640.2521412946,0.750527723521734,positive,5,0,0,0,,aspiny,/api/v2/well_known_file_download/596796671,/api/v2/well_known_file_download/566709841,/api/v2/well_known_file_download/566709843,,,,,,Mus musculus,563340193,Ndnf-IRES2-dgCre;Ai14-292673,Ndnf-IRES2-dgCre_Ai14-292673.05.01.01_596793018_m.swc,9.0,VISp_layer5,Isocortex_layer5
76,360,Pvalb-IRES-Cre,509515969,Pvalb-IRES-Cre;Ai14-236447.02.01.01,left,821,"""Primary visual area, layer 2/3""",VISp2/3,385,VISp,2/3,219.271145773287,7.0,17.0,0.914024354504698,0.791411129643202,full,657270171.0,515522036,-57.1562538146973,1.28914899161535,-0.0176142753370159,1.14705882352941,270.0,6.29285251629975,36.248,27.5877289781505,121.874995529652,9.73326,-73.5458374023438,7588.0,7602.0,/external/mousecelltypes/prod706/specimen_509515969/min_xy_509515969.aff,9458.91445920612,931.560681879438,8009.3721886082,0.332852704851006,positive,0,0,0,0,,aspiny,/api/v2/well_known_file_download/543151083,/api/v2/well_known_file_download/512505332,/api/v2/well_known_file_download/512505342,,,,,,Mus musculus,508418710,Pvalb-IRES-Cre;Ai14-236447,Pvalb-IRES-Cre_Ai14-236447.02.01.01_657270169_m.swc,3.0,VISp_layer23,Isocortex_layer2/3
77,373,Rbp4-Cre_KL100,485574721,Rbp4-Cre_KL100;Ai14-203498.04.01.01,left,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,523.454424659597,10.0,47.0,0.918792596853319,0.913909744796857,dendrite-only,496085100.0,491316932,-49.0625,3.66071324297725,0.0266305931090018,0.119642863370933,110.0,22.4541160442191,100.808333333333,9.9198148301232,113.281257450581,6.46112,-77.2494049072266,7631.0,9593.0,/external/mousecelltypes/prod495/specimen_485574721/min_xy_485574721.aff,8490.0,1270.7936590859,8537.51395610191,0.49591476960515,positive,5,1,1,0,intact,spiny,/api/v2/well_known_file_download/496085390,/api/v2/well_known_file_download/485577548,/api/v2/well_known_file_download/491382037,,,,,,Mus musculus,485250251,Rbp4-Cre_KL100;Ai14-203498,Rbp4-Cre_KL100_Ai14-203498.04.01.01_496085098_m.swc,0.0,VISp_layer5,Isocortex_layer5
78,374,Ctgf-T2A-dgCre,501850666,Ctgf-2A-dgCre;Ai14(IVSCC)-229236.02.01.01,left,305,"""Primary visual area, layer 6b""",VISp6b,385,VISp,6b,226.568355742566,8.0,14.0,0.820702766093292,0.855241264821955,dendrite-only,519262212.0,544781993,-54.9687538146973,3.32627898852269,0.0109126744555188,0.369364162027515,10.0,36.6362010455352,61.9906666666667,16.1314606499903,487.968772649765,1.88074666666667,-67.8327102661133,7598.0,7590.0,/external/mousecelltypes/prod627/specimen_501850666/min_xy_501850666.aff,9282.55523152125,1460.93682222299,7675.34082188937,0.984625160790129,positive,0,0,0,0,intact,spiny,/api/v2/well_known_file_download/541010656,/api/v2/well_known_file_download/511616339,/api/v2/well_known_file_download/511616341,,,,,,Mus musculus,501715376,Ctgf-2A-dgCre;Ai14(IVSCC)-229236,Ctgf-2A-dgCre_Ai14_IVSCC_-229236.02.01.01_519262210_m.swc,3.0,VISp_layer6b,Isocortex_layer6
79,381,Ndnf-IRES2-dgCre,556923554,Ndnf-IRES2-dgCre;Ai14-280611.04.02.02,right,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,202.44993474479,4.0,22.0,0.917230473903378,0.996631785480706,full,760004772.0,659442718,-49.9687538146973,2.28965795586132,0.0526991049176219,0.32865329512894,70.0,24.2854445420484,62.792,15.9255956172761,206.651762127876,3.5591,-64.2509918212891,7569.0,5745.0,/external/mousecelltypes/prod852/specimen_556923554/min_xy_556923554.aff,9684.11819957092,1380.63639220637,3183.88096791962,0.489999725410776,positive,0,0,0,0,,aspiny,/api/v2/well_known_file_download/760007378,/api/v2/well_known_file_download/558563328,/api/v2/well_known_file_download/558563330,,,,,,Mus musculus,555257194,Ndnf-IRES2-dgCre;Ai14-280611,Ndnf-IRES2-dgCre_Ai14-280611.04.02.02_760004770_m.swc,6.0,VISp_layer5,Isocortex_layer5
80,384,Htr3a-Cre_NO152,482644550,Htr3a-Cre_NO152;Ai14-200442.05.02.01,right,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,184.041995736191,8.0,25.0,0.897604382448136,0.823435200116667,dendrite-only,495337163.0,491317556,-59.0,1.23896143573496,0.0040159658389006,0.954910465953349,469.999969482422,6.79763263787555,11.8871875,84.1241883330266,65.6250417232513,19.1054933333333,-76.6020660400391,9423.0,9416.0,/external/mousecelltypes/prod466/specimen_482644550/min_xy_482644550.aff,8703.0,1390.74488766773,2683.74920140561,0.6093454034345,positive,0,1,1,0,,aspiny,/api/v2/well_known_file_download/489405460,/api/v2/well_known_file_download/484620477,/api/v2/well_known_file_download/491376911,,,,,,Mus musculus,481097210,Htr3a-Cre_NO152;Ai14-200442,Htr3a-Cre_NO152_Ai14-200442.05.02.01_495337161_m.swc,5.0,VISp_layer5,Isocortex_layer5
81,386,Oxtr-T2A-Cre,565407476,Oxtr-2A-Cre;Ai14-293839.04.02.01,right,821,"""Primary visual area, layer 2/3""",VISp2/3,385,VISp,2/3,390.916497514303,2.0,21.0,0.894593442670483,1.0,full,648868083.0,659446331,-52.6875038146973,3.30030496003289,0.0379041902459719,0.126744183479708,20.0,14.8302444575725,27.9745454545455,35.7467827895489,274.218797683716,2.05130666666667,-61.0350875854492,7590.0,5753.0,/external/mousecelltypes/prod929/specimen_565407476/min_xy_565407476.aff,8394.12643775792,756.897378746957,3366.00540928392,0.283241353891811,positive,2,0,0,0,,aspiny,/api/v2/well_known_file_download/662054239,/api/v2/well_known_file_download/566730398,/api/v2/well_known_file_download/566730400,,,,,,Mus musculus,563340161,Oxtr-T2A-Cre;Ai14-293839,Oxtr-2A-Cre_Ai14-293839.04.02.01_648868079_m.swc,5.0,VISp_layer23,Isocortex_layer2/3
82,391,Chrna2-Cre_OE25,566761793,Chrna2-Cre_OE25;Ai14(IVSCC)-294467.03.01.01,left,565,"""posteromedial visual area, layer 5""",VISpm5,533,VISpm,5,149.266422413214,5.0,24.0,0.835365283065644,0.997497066642448,full,596793121.0,592968272,-61.5937538146973,1.9454791284912,0.0240650777895915,0.524553571428572,50.0,18.1274680274076,29.9925,33.341668750521,230.468943715096,2.50162,-71.961540222168,7592.0,5731.0,/external/mousecelltypes/prod921/specimen_566761793/min_xy_566761793.aff,8709.35966923039,754.798058359076,7149.54193772529,0.657334530573287,positive,5,0,0,0,,aspiny,/api/v2/well_known_file_download/596796683,/api/v2/well_known_file_download/568579718,/api/v2/well_known_file_download/568579721,,,,,,Mus musculus,565087412,Chrna2-Cre_OE25;Ai14(IVSCC)-294467,Chrna2-Cre_OE25_Ai14_IVSCC_-294467.03.01.01_596793119_m.swc,8.0,VISpm_layer5,Isocortex_layer5
83,400,Nr5a1-Cre,318733871,Nr5a1-Cre;Ai14-169248.04.02.01,right,721,"""Primary visual area, layer 4""",VISp4,385,VISp,4,267.870969852017,7.0,14.0,0.90931943521504,0.864326942232681,dendrite-only,491253827.0,491198860,-46.03125,2.63304079954006,0.145804842185204,0.194859813084112,70.0,26.3317405564669,93.6733333333333,10.6753967689132,256.562560796738,3.459965,-72.6336059570312,5745.0,5746.0,/external/mousecelltypes/prod155/specimen_318733871/min_xy_318733871.aff,8909.0,1090.71508532769,3102.67197554426,0.388759553459599,positive,5,1,1,0,intact,spiny,/api/v2/well_known_file_download/487660096,/api/v2/well_known_file_download/487611469,/api/v2/well_known_file_download/491381583,,,,,,Mus musculus,318293721,Nr5a1-Cre;Ai14(IVSCC)-169248,Nr5a1-Cre_Ai14-169248.04.02.01_491253825_m.swc,5.0,VISp_layer4,Isocortex_layer4
84,402,Sst-IRES-Cre,323452196,Sst-IRES-Cre;Ai14-172534.04.02.01,right,33,"""Primary visual area, layer 6a""",VISp6a,385,VISp,6a,197.455069650288,6.0,6.0,0.93187574293598,0.852782596468727,full,513556741.0,491199333,-65.8125,1.26367732153947,0.0027583272101302,0.542210144927536,270.0,9.88004989302913,12.570641025641,79.5504380373481,104.687884449959,9.8682575,-72.1359558105469,7592.0,7597.0,/external/mousecelltypes/prod217/specimen_323452196/min_xy_323452196.aff,9023.23570814057,1886.97142008558,2729.38023992286,0.92342542970369,positive,0,1,1,0,,aspiny,/api/v2/well_known_file_download/487659497,/api/v2/well_known_file_download/491376750,/api/v2/well_known_file_download/491376753,,,,,,Mus musculus,320827615,Sst-IRES-Cre;Ai14(IVSCC)-172534,Sst-IRES-Cre_Ai14-172534.04.02.01_513556739_m.swc,9.0,VISp_layer6a,Isocortex_layer6
85,403,Ntsr1-Cre_GN220,503286448,Ntsr1-Cre;Ai14-232201.04.02.01,right,33,"""Primary visual area, layer 6a""",VISp6a,385,VISp,6a,769.010769210958,7.0,27.0,0.888712584348353,0.866074888645822,dendrite-only,519262089.0,515296252,-47.7187538146973,3.12224544865336,,0.136001768776825,290.0,14.3525271961701,,,104.374997317791,12.3098066666667,-80.7112274169922,7598.0,9427.0,/external/mousecelltypes/prod676/specimen_503286448/min_xy_503286448.aff,8947.95161877612,1536.81051311213,3081.30995963731,0.797671073684658,positive,5,0,0,0,intact,spiny,/api/v2/well_known_file_download/519278523,/api/v2/well_known_file_download/514791244,/api/v2/well_known_file_download/514791246,,,,,,Mus musculus,502186601,Ntsr1-Cre;Ai14-232201,Ntsr1-Cre_Ai14-232201.04.02.01_519262087_m.swc,2.0,VISp_layer6a,Isocortex_layer6
86,407,Scnn1a-Tg3-Cre,513800575,Scnn1a-Tg3-Cre;Ai14-241666.06.02.01,right,721,"""Primary visual area, layer 4""",VISp4,385,VISp,4,517.79989608145,9.0,27.0,0.898794883328268,0.841836243218906,dendrite-only,527110320.0,544781912,-47.7500038146973,3.31894589619244,0.0260752598017492,0.287,40.0,35.1347308844813,66.0242857142857,15.1459419694052,249.218702316284,1.71261333333333,-59.6444473266602,9439.0,7601.0,/external/mousecelltypes/prod748/specimen_513800575/min_xy_513800575.aff,8525.93708929731,1007.0002633436,3160.46201372831,0.493345793123314,positive,0,0,0,0,intact,spiny,/api/v2/well_known_file_download/541010688,/api/v2/well_known_file_download/515020919,/api/v2/well_known_file_download/515020921,,,,,,Mus musculus,512321708,Scnn1a-Tg3-Cre;Ai14-241666,Scnn1a-Tg3-Cre_Ai14-241666.06.02.01_527110314_m.swc,6.0,VISp_layer4,Isocortex_layer4
87,432,Pvalb-IRES-Cre,569998790,Pvalb-IRES-Cre;Ai14-299333.03.01.01,left,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,254.796741116777,7.0,21.0,0.917178186453253,0.986772486772487,full,596792859.0,657593448,-57.90625,1.16228838858106,0.0038059606380121,1.3394472361809,270.0,9.33760366632145,7.90222222222222,126.546681664792,122.968748211861,11.04904,-65.1231079101562,5740.0,7584.0,/external/mousecelltypes/prod960/specimen_569998790/min_xy_569998790.aff,8700.0,1276.72525653125,8133.62778299052,0.702303078909773,positive,0,0,0,0,,aspiny,/api/v2/well_known_file_download/662054964,/api/v2/well_known_file_download/570509343,/api/v2/well_known_file_download/570509345,,,,,,Mus musculus,569393668,Pvalb-IRES-Cre;Ai14-299333,Pvalb-IRES-Cre_Ai14-299333.03.01.01_596792857_m.swc,3.0,VISp_layer5,Isocortex_layer5
88,436,Sst-IRES-Cre,476754635,Sst-IRES-Cre;Ai14-188741.06.02.01,right,33,"""Primary visual area, layer 6a""",VISp6a,385,VISp,6a,286.91593336251,6.0,10.0,0.878351536033061,0.886307979281762,dendrite-only,491771389.0,496605750,-58.0625,1.47754862498551,0.0055431123764331,0.586363636363636,50.0,25.7519328268132,27.0126388888889,37.0197078528055,321.875035762787,2.61281166666667,-60.2379150390625,5752.0,7585.0,/external/mousecelltypes/prod387/specimen_476754635/min_xy_476754635.aff,8117.06928812108,1135.64397987218,3579.02713733603,0.759122629284071,positive,0,1,1,0,,sparsely spiny,/api/v2/well_known_file_download/489405416,/api/v2/well_known_file_download/491383936,/api/v2/well_known_file_download/491383938,,,,,,Mus musculus,476487149,Sst-IRES-Cre;Ai14(IVSCC)-188741,Sst-IRES-Cre_Ai14-188741.06.02.01_491771387_m.swc,5.0,VISp_layer6a,Isocortex_layer6
89,440,Oxtr-T2A-Cre,578938153,Oxtr-T2A-Cre;Ai14-309025.06.01.01,left,33,"""Primary visual area, layer 6a""",VISp6a,385,VISp,6a,425.496879172691,5.0,21.0,0.82079342598892,0.997745323966318,dendrite-only,652118211.0,659446352,-46.5,4.78254497000335,0.0217388597282449,0.148648648648649,50.0,29.4176379300103,79.2716666666667,12.6148476757143,220.46871483326,2.84347333333333,-67.9853591918945,5757.0,7597.0,/external/mousecelltypes/prod1027/specimen_578938153/min_xy_578938153.aff,8487.32781114794,1372.87086589435,7948.11599869623,0.955507240286542,positive,5,0,0,0,intact,spiny,/api/v2/well_known_file_download/662054178,/api/v2/well_known_file_download/587866890,/api/v2/well_known_file_download/587866892,,,,,,Mus musculus,575921777,Oxtr-T2A-Cre;Ai14-309025,Oxtr-T2A-Cre_Ai14-309025.06.01.01_652118194_m.swc,1.0,VISp_layer6a,Isocortex_layer6
90,446,Chrna2-Cre_OE25|Pvalb-T2A-Dre,583434059,Chrna2-Cre_OE25;Pvalb-T2A-Dre;Ai66-312583.02.02.01,right,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,199.609281608672,5.0,17.0,0.819129789219929,0.971896567484803,full,651087075.0,659441472,-59.9375038146973,1.24490670839055,,0.824106376649182,410.0,7.06600879382863,9.90000000000002,101.010101010101,83.1249207258224,16.68454,-76.5650939941406,7579.0,7597.0,/external/mousecelltypes/prod1072/specimen_583434059/min_xy_583434059.aff,9913.13015203414,1858.312040472,2965.8449165166,0.668676085072378,positive,0,0,0,0,,aspiny,/api/v2/well_known_file_download/690850617,/api/v2/well_known_file_download/606111026,/api/v2/well_known_file_download/606111030,,,,,,Mus musculus,583081886,Chrna2-Cre_OE25;Pvalb-T2A-Dre;Ai66-312583,Chrna2-Cre_OE25_Pvalb-T2A-Dre_Ai66-312583.02.02.01_651087073_m.swc,1.0,VISp_layer5,Isocortex_layer5
91,454,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,609435731,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-343382.04.02.01,right,821,"""Primary visual area, layer 2/3""",VISp2/3,385,VISp,2/3,182.1846133974,5.0,10.0,0.874338653180655,0.998800343217766,full,640109717.0,646445483,-51.1875038146973,1.37319875111799,0.0047515345096971,1.25602445192544,230.0,5.89321676583454,12.2213333333333,81.824132664194,126.406326889992,11.88132,-74.9267044067383,9434.0,9427.0,/external/mousecelltypes/prod1185/specimen_609435731/min_xy_609435731.aff,8253.0,593.839010501723,3532.39427084889,0.161134337371422,positive,2,0,0,0,,aspiny,/api/v2/well_known_file_download/640111670,/api/v2/well_known_file_download/617208224,/api/v2/well_known_file_download/617208226,,,,,,Mus musculus,607117989,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-343382,Vipr2-IRES2-Cre_Slc32a1-T2A-FlpO_Ai65-343382.04.02.01_640109715_m.swc,4.0,VISp_layer23,Isocortex_layer2/3
92,461,Ntsr1-Cre_GN220,515986607,Ntsr1-Cre;Ai14-244448.05.01.01,left,33,"""Primary visual area, layer 6a""",VISp6a,385,VISp,6a,829.044306898135,4.0,39.0,0.864468013407741,0.956251511718162,dendrite-only,537044882.0,544781957,-45.15625,2.38856192281877,,0.0828719486973755,470.0,10.6963950560354,353.06,2.83237976547896,80.6249976158142,12.00966,-76.6868209838867,9437.0,7586.0,/external/mousecelltypes/prod760/specimen_515986607/min_xy_515986607.aff,8273.73104188933,1266.18484103876,3457.11212195473,0.870134676511205,positive,0,0,0,0,intact,spiny,/api/v2/well_known_file_download/541010632,/api/v2/well_known_file_download/517105671,/api/v2/well_known_file_download/517105673,,,,,,Mus musculus,515045646,Ntsr1-Cre;Ai14-244448,Ntsr1-Cre_Ai14-244448.05.01.01_537044880_m.swc,0.0,VISp_layer6a,Isocortex_layer6
93,463,Chrna2-Cre_OE25,555001065,Chrna2-Cre_OE25;Ai14(BT)-281693.05.01.01,left,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,317.409765349997,9.0,22.0,0.849354388283908,1.0,full,614430804.0,657593282,-59.3125038146973,2.18732675807598,0.107433029966778,0.34735068893222,230.0,18.5246669898204,127.748,7.82791120017535,169.374957680702,6.21820666666667,-74.1729278564453,5731.0,9429.0,/external/mousecelltypes/prod844/specimen_555001065/min_xy_555001065.aff,9245.03993455554,1673.58010024361,8649.66031281299,0.74556519732845,positive,0,0,0,0,,sparsely spiny,/api/v2/well_known_file_download/662054401,/api/v2/well_known_file_download/557183516,/api/v2/well_known_file_download/557183518,,,,,,Mus musculus,554221081,Chrna2-Cre_OE25;Ai14(BT)-281693,Chrna2-Cre_OE25_Ai14_BT_-281693.05.01.01_614430795_m.swc,6.0,VISp_layer5,Isocortex_layer5
94,469,Htr3a-Cre_NO152|Pvalb-T2A-Dre,580162374,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-304920.02.02.01,right,33,"""Primary visual area, layer 6a""",VISp6a,385,VISp,6a,336.94073061828,6.0,25.0,0.853093018520844,0.984444444444444,full,596793165.0,657593515,-66.2500076293945,1.29583637188276,-0.0123020553851198,0.918721824656996,330.0,5.80110512016272,46.6619047619048,21.4307582406368,81.5624594688416,11.99346,-77.6220092773438,7570.0,9441.0,/external/mousecelltypes/prod1040/specimen_580162374/min_xy_580162374.aff,9259.62740902962,1463.41718214222,3502.73603417875,0.911031053235053,positive,0,0,0,0,,aspiny,/api/v2/well_known_file_download/662055168,/api/v2/well_known_file_download/587867432,/api/v2/well_known_file_download/587867434,,,,,,Mus musculus,580016411,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-304920,Htr3a-Cre_NO152_Pvalb-T2A-Dre_Ai66-304920.02.02.01_596793163_m.swc,7.0,VISp_layer6a,Isocortex_layer6
95,472,Rorb-IRES2-Cre,480640846,Rorb-IRES2-Cre-D;Ai14-197711.05.01.01,left,821,"""Primary visual area, layer 2/3""",VISp2/3,385,VISp,2/3,335.209973081142,7.0,14.0,0.88834665404037,0.906580326531024,dendrite-only,492100962.0,496605641,-54.625,1.07116841401598,-0.0002255381138193,0.770838152088639,430.000030517578,7.44621871119193,20.4315909090909,48.9438147254141,70.312611758709,17.747325,-73.13037109375,5746.0,5757.0,/external/mousecelltypes/prod445/specimen_480640846/min_xy_480640846.aff,8420.4831457453,757.375676511857,3351.58127845033,0.342727532414021,negative,0,1,1,0,,aspiny,/api/v2/well_known_file_download/487686081,/api/v2/well_known_file_download/485466950,/api/v2/well_known_file_download/491381057,,,,,,Mus musculus,480151894,Rorb-IRES2-Cre-D;Ai14-197711,Rorb-IRES2-Cre-D_Ai14-197711.05.01.01_492100960_m.swc,8.0,VISp_layer23,Isocortex_layer2/3
96,479,Sst-IRES-Cre,482690728,Sst-IRES-Cre;Ai14-199390.05.01.01,left,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,199.075596218246,5.0,12.0,0.898188071283486,0.862634741052673,dendrite-only,492101027.0,491316449,-63.5937538146973,1.18486334297448,0.0035416952300582,0.924452629505193,110.0,10.1087040416349,15.5334920634921,64.3770245552364,162.544712424278,6.237605,-70.6075286865234,7597.0,7589.0,/external/mousecelltypes/prod466/specimen_482690728/min_xy_482690728.aff,8254.32437767289,1026.06125614555,7919.3598700375,0.511002433475887,positive,5,2,1,1,,aspiny,/api/v2/well_known_file_download/489405455,/api/v2/well_known_file_download/484628249,/api/v2/well_known_file_download/491383814,,,,,,Mus musculus,481097234,Sst-IRES-Cre;Ai14-199390,Sst-IRES-Cre_Ai14-199390.05.01.01_492101025_m.swc,0.0,VISp_layer5,Isocortex_layer5
97,480,Scnn1a-Tg3-Cre,468120757,Scnn1a-Tg3-Cre;Ai14-177297.05.02.01,right,778,"""Primary visual area, layer 5""",VISp5,385,VISp,5,563.470779979113,12.0,37.0,0.879302491234982,0.839319025113867,dendrite-only,495335460.0,491201174,-43.2500038146973,3.13639518111164,0.199393342764563,0.136379309734747,210.0,16.3383327160489,151.493333333333,6.60095053687732,135.312497615814,5.46651666666667,-69.0844650268555,9462.0,7623.0,/external/mousecelltypes/prod256/specimen_468120757/min_xy_468120757.aff,8207.72369097788,1123.93578568568,3158.87502837155,0.560146977413863,positive,5,2,1,1,intact,spiny,/api/v2/well_known_file_download/487659620,/api/v2/well_known_file_download/487631332,/api/v2/well_known_file_download/491380634,,,,,,Mus musculus,339692390,Scnn1a-Tg3-Cre;Ai14(IVSCC)-177297,Scnn1a-Tg3-Cre_Ai14-177297.05.02.01_495335458_m.swc,5.0,VISp_layer5,Isocortex_layer5
98,490,Nr5a1-Cre,370351753,Nr5a1-Cre;Ai14-177332.03.01.01,left,721,"""Primary visual area, layer 4""",VISp4,385,VISp,4,377.844064803035,4.0,27.0,0.877508716395253,0.878034303605552,dendrite-only,673427333.0,491198968,-47.75,2.87455060290872,0.0557216459252439,0.157034060742819,110.0,23.0778482022655,99.9033333333333,10.0096760201528,170.312494039536,4.42239166666667,-78.7213439941406,5764.0,7602.0,/external/mousecelltypes/prod262/specimen_370351753/min_xy_370351753.aff,8883.43364805553,949.079216817908,7927.80416006484,0.427639644747191,positive,2,1,1,0,intact,spiny,/api/v2/well_known_file_download/487660134,/api/v2/well_known_file_download/487613730,/api/v2/well_known_file_download/491380342,,,,,,Mus musculus,339692319,Nr5a1-Cre;Ai14(IVSCC)-177332,Nr5a1-Cre_Ai14-177332.03.01.01_673427331_m.swc,8.0,VISp_layer4,Isocortex_layer4
99,495,Chat-IRES-Cre-neo,587045566,Chat-IRES-Cre-neo;Ai14-316041.04.02.01,right,821,"""Primary visual area, layer 2/3""",VISp2/3,385,VISp,2/3,324.879659359585,2.0,35.0,0.897419803419202,1.0,full,610885976.0,657593464,-48.40625,3.18010362045061,0.0704428841436461,0.182530611653848,120.0,11.0604984810409,66.9472727272727,14.9371282691942,169.531092047691,6.28755333333333,-74.3370056152344,5743.0,5760.0,/external/mousecelltypes/prod1119/specimen_587045566/min_xy_587045566.aff,8938.63789414673,758.491748815687,3288.28982551939,0.215495326657697,positive,0,0,0,0,,aspiny,/api/v2/well_known_file_download/662054182,/api/v2/well_known_file_download/606111666,/api/v2/well_known_file_download/606111673,,,,,,Mus musculus,584630436,Chat-IRES-Cre-neo;Ai14-316041,Chat-IRES-Cre-neo_Ai14-316041.04.02.01_610885974_m.swc,1.0,VISp_layer23,Isocortex_layer2/3
100,511,Pvalb-IRES-Cre,567952169,Pvalb-IRES-Cre;Ai14-296193.04.01.01,left,821,"""Primary visual area, layer 2/3""",VISp2/3,385,VISp,2/3,226.722766150248,7.0,23.0,0.896227085729999,0.993926881122399,full,596792652.0,657593433,-60.9687538146973,0.98720448172678,0.0023026571298398,0.636671140487009,750.0,4.36320071815496,8.75614035087719,114.205570026047,46.562422066927,16.7283333333333,-79.5200424194336,11264.0,9432.0,/external/mousecelltypes/prod947/specimen_567952169/min_xy_567952169.aff,8200.0,1078.56082743711,8893.68153667393,0.243813028008051,positive,0,0,0,0,,aspiny,/api/v2/well_known_file_download/596796677,/api/v2/well_known_file_download/569477649,/api/v2/well_known_file_download/569477651,,,,,,Mus musculus,566650275,Pvalb-IRES-Cre;Ai14-296193,Pvalb-IRES-Cre_Ai14-296193.04.01.01_596792650_m.swc,6.0,VISp_layer23,Isocortex_layer2/3
